date,store_name,store_id,unique_visits,total_signals,addidas,apple,bmw,employed,female,high_income,honda,h_&_m,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
2021-01-02,Rewe,place_209,8,31,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1
2021-01-02,Rewe,place_210,4,44,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1
2021-01-02,Rewe,place_211,9,17,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1
2021-01-02,Rewe,place_212,3,6,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1
2021-01-03,Aldi,place_125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Aldi,place_129,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Aldi,place_58,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Aldi,place_72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Aldi,place_79,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Aldi,place_90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Aldi,place_98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_35,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_38,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_39,3,6,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1
2021-01-03,Burger King,place_40,6,13,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
2021-01-03,Burger King,place_41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_43,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Burger King,place_50,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Kaufland,place_215,5,6,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1
2021-01-03,Kaufland,place_216,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
2021-01-03,Kaufland,place_219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Kaufland,place_221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Kaufland,place_223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Kaufland,place_226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,Lexus,place_245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_17,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
2021-01-03,McDonald's,place_18,4,6,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1
2021-01-03,McDonald's,place_2,3,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2
2021-01-03,McDonald's,place_20,4,20,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1
2021-01-03,McDonald's,place_23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_26,4,11,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1
2021-01-03,McDonald's,place_27,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_28,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1
2021-01-03,McDonald's,place_29,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_30,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-01-03,McDonald's,place_32,3,4,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2
2021-01-03,McDonald's,place_4,2,3,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1
